date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:54:38	87655/87655	---MCZ	200	added ('OK')	text/css	etag:W/%2267ebdfb8-15667%22	https://simonsinek.com/wp-includes/css/dist/components/style.min.css?ver=6.8.2	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-includes/css/dist/components/style.min6c2d.css	(from https://simonsinek.com/)
20:54:38	597/597	---MCZ	200	added ('OK')	text/css	etag:W/%2268c9360b-255%22	https://simonsinek.com/wp-content/cache/autoptimize/css/autoptimize_single_911ea51ffecc37239685fb3cd2f13c5a.css?ver=10.1.2	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/cache/autoptimize/css/autoptimize_single_911ea51ffecc37239685fb3cd2f13c5a523e.css	(from https://simonsinek.com/)
20:54:38	2279/2279	---MCZ	200	added ('OK')	text/css	etag:W/%2268c93558-8e7%22	https://simonsinek.com/wp-content/cache/autoptimize/css/autoptimize_single_48d56016b20f151be4f24ba6d0eb1be4.css?ver=10.1.2	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/cache/autoptimize/css/autoptimize_single_48d56016b20f151be4f24ba6d0eb1be4523e.css	(from https://simonsinek.com/)
20:54:38	57238/57238	---MCZ	200	added ('OK')	text/css	etag:W/%2268b94ffc-df96%22	https://simonsinek.com/wp-content/cache/autoptimize/css/autoptimize_single_f466c88d35095c41ba9684717224c5b0.css?ver=1.1.8	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/cache/autoptimize/css/autoptimize_single_f466c88d35095c41ba9684717224c5b0da20.css	(from https://simonsinek.com/)
20:54:39	18066/18066	---MCZ	200	added ('OK')	text/css	etag:W/%22656ef0ae-4692%22	https://simonsinek.com/wp-content/themes/simon-sinek/swiper/swiper-bundle.min.css?ver=1.1.8	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/themes/simon-sinek/swiper/swiper-bundle.minda20.css	(from https://simonsinek.com/)
20:54:39	1330/1330	---MCZ	200	added ('OK')	text/css	etag:W/%2268b810fa-532%22	https://simonsinek.com/wp-content/cache/autoptimize/css/autoptimize_single_f38b2db10e01b1572732a3191d538707.css?ver=1.1.8	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/cache/autoptimize/css/autoptimize_single_f38b2db10e01b1572732a3191d538707da20.css	(from https://simonsinek.com/)
20:54:39	2690/2690	---MCZ	200	added ('OK')	text/css	etag:W/%22689ddeb1-a82%22	https://simonsinek.com/wp-content/cache/autoptimize/css/autoptimize_single_f9faba678c4d6dcfdde69e5b11b37a2e.css?ver=1.1.8	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/cache/autoptimize/css/autoptimize_single_f9faba678c4d6dcfdde69e5b11b37a2eda20.css	(from https://simonsinek.com/)
20:54:39	59016/59016	---MCZ	200	added ('OK')	text/css	etag:W/%2262e77de2-e688%22	https://simonsinek.com/wp-content/themes/simon-sinek/css/dashicons.min.css?ver=6.8.2	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/themes/simon-sinek/css/dashicons.min6c2d.css	(from https://simonsinek.com/)
20:54:39	53703/53703	---MCZ	200	added ('OK')	text/css	etag:W/%2268c92ef8-d1c7%22	https://simonsinek.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.32.0	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/plugins/elementor/assets/css/frontend.min905c.css	(from https://simonsinek.com/)
20:54:40	939/939	---M--	200	added ('OK')	image/png	etag:%226492aeb6-60f%22	https://simonsinek.com/wp-content/themes/simon-sinek/images/checked.png	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/themes/simon-sinek/images/checked.png	(from https://simonsinek.com/)
20:54:41	439/439	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22649968b3-1b7%22	https://simonsinek.com/wp-content/uploads/2023/06/play.svg	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/uploads/2023/06/play.svg	(from https://simonsinek.com/)
20:54:41	50136/50136	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2262825b93-c3d8%22	https://simonsinek.com/wp-content/uploads/2021/11/Union-Bold.eot	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/uploads/2021/11/Union-Bold.eot	(from https://simonsinek.com/)
20:54:41	50136/50136	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2262825b93-c3d8%22	https://simonsinek.com/wp-content/uploads/2021/11/Union-Bold.eot?	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/uploads/2021/11/Union-Boldd41d.eot	(from https://simonsinek.com/)
20:54:41	18384/18384	---M--	200	added ('OK')	font/woff2	etag:%2262825b93-47d0%22	https://simonsinek.com/wp-content/uploads/2021/11/Union-Bold.woff2	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/uploads/2021/11/Union-Bold.woff2	(from https://simonsinek.com/)
20:54:41	25196/25196	---M--	200	added ('OK')	font/woff	etag:%2262825b93-626c%22	https://simonsinek.com/wp-content/uploads/2021/11/Union-Bold.woff	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/uploads/2021/11/Union-Bold.woff	(from https://simonsinek.com/)
20:54:42	49192/49192	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2262825b93-c028%22	https://simonsinek.com/wp-content/uploads/2021/11/Union-Regular.eot	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/uploads/2021/11/Union-Regular.eot	(from https://simonsinek.com/)
20:54:42	49192/49192	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2262825b93-c028%22	https://simonsinek.com/wp-content/uploads/2021/11/Union-Regular.eot?	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/uploads/2021/11/Union-Regulard41d.eot	(from https://simonsinek.com/)
20:54:42	18308/18308	---M--	200	added ('OK')	font/woff2	etag:%2262825b93-4784%22	https://simonsinek.com/wp-content/uploads/2021/11/Union-Regular.woff2	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/uploads/2021/11/Union-Regular.woff2	(from https://simonsinek.com/)
20:54:42	49972/49972	---M--	200	added ('OK')	application/octet-stream	etag:%2262825b93-c334%22	https://simonsinek.com/wp-content/uploads/2021/11/Union-Bold.ttf	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/uploads/2021/11/Union-Bold.ttf	(from https://simonsinek.com/)
20:54:43	25048/25048	---M--	200	added ('OK')	font/woff	etag:%2262825b93-61d8%22	https://simonsinek.com/wp-content/uploads/2021/11/Union-Regular.woff	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/uploads/2021/11/Union-Regular.woff	(from https://simonsinek.com/)
20:54:43	5695/5695	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262825b93-163f%22	https://simonsinek.com/wp-content/uploads/2021/11/Curious_Shape.svg	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/uploads/2021/11/Curious_Shape.svg	(from https://simonsinek.com/)
20:54:43	49016/49016	---M--	200	added ('OK')	application/octet-stream	etag:%2262825b93-bf78%22	https://simonsinek.com/wp-content/uploads/2021/11/Union-Regular.ttf	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/uploads/2021/11/Union-Regular.ttf	(from https://simonsinek.com/)
20:54:43	112203/112203	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262825b93-1b64b%22	https://simonsinek.com/wp-content/uploads/2021/11/Grouped-Footer.svg	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/uploads/2021/11/Grouped-Footer.svg	(from https://simonsinek.com/)
20:54:44	249/249	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262825b93-f9%22	https://simonsinek.com/wp-content/uploads/2021/11/Underline.svg	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/uploads/2021/11/Underline.svg	(from https://simonsinek.com/)
20:54:44	254/254	---MCZ	200	added ('OK')	text/css	etag:W/%2268c92ef8-fe%22	https://simonsinek.com/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.32.0	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/plugins/elementor/assets/css/widget-image.min905c.css	(from https://simonsinek.com/)
20:54:44	600/600	---MCZ	200	added ('OK')	text/css	etag:W/%2268c92ef8-258%22	https://simonsinek.com/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.32.0	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/plugins/elementor/assets/css/widget-heading.min905c.css	(from https://simonsinek.com/)
20:54:44	995/995	---MCZ	200	added ('OK')	text/css	etag:W/%2268c9504e-3e3%22	https://simonsinek.com/wp-content/plugins/elementor-pro/assets/css/conditionals/popup.min.css?ver=3.32.0	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/plugins/elementor-pro/assets/css/conditionals/popup.min905c.css	(from https://simonsinek.com/)
20:54:44	1833/1833	---MCZ	200	added ('OK')	text/css	etag:W/%2268c92ef8-729%22	https://simonsinek.com/wp-content/plugins/elementor/assets/css/widget-spacer.min.css?ver=3.32.0	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/plugins/elementor/assets/css/widget-spacer.min905c.css	(from https://simonsinek.com/)
20:54:45	27364/27364	---MCZ	200	added ('OK')	text/css	etag:W/%2268c9504e-6ae4%22	https://simonsinek.com/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css?ver=3.32.0	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min905c.css	(from https://simonsinek.com/)
20:54:45	162/162	---MCZ	200	added ('OK')	text/css	etag:W/%2268c9504e-a2%22	https://simonsinek.com/wp-content/plugins/elementor-pro/assets/css/modules/sticky.min.css?ver=3.32.0	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/plugins/elementor-pro/assets/css/modules/sticky.min905c.css	(from https://simonsinek.com/)
20:54:45	5150/5150	---MCZ	200	added ('OK')	text/css	etag:W/%2268c92ef8-141e%22	https://simonsinek.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.32.0	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min905c.css	(from https://simonsinek.com/)
20:54:45	7025/7025	---MCZ	200	added ('OK')	text/css	etag:W/%2268c92ef8-1b71%22	https://simonsinek.com/wp-content/plugins/elementor/assets/css/conditionals/apple-webkit.min.css?ver=3.32.0	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/plugins/elementor/assets/css/conditionals/apple-webkit.min905c.css	(from https://simonsinek.com/)
20:54:45	21256/21256	---MCZ	200	added ('OK')	text/css	etag:W/%2268c92ef8-5308%22	https://simonsinek.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.44.0	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.mine085.css	(from https://simonsinek.com/)
20:54:46	16967/16967	---MCZ	200	added ('OK')	text/css	etag:W/%2268c9504e-4247%22	https://simonsinek.com/wp-content/plugins/elementor-pro/assets/css/widget-posts.min.css?ver=3.32.0	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/plugins/elementor-pro/assets/css/widget-posts.min905c.css	(from https://simonsinek.com/)
20:54:46	2803/2803	---MCZ	200	added ('OK')	text/css	etag:W/%2267e126ba-af3%22	https://simonsinek.com/wp-content/uploads/hurrytimer/css/0ae05e64e13d5de1.css?ver=6.8.2	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/uploads/hurrytimer/css/0ae05e64e13d5de16c2d.css	(from https://simonsinek.com/)
20:54:46	6599/6599	---MCZ	200	added ('OK')	text/css	etag:W/%226895b708-19c7%22	https://simonsinek.com/wp-content/cache/autoptimize/css/autoptimize_single_11a5617e71dbcc153c0f7331cee7b5df.css?ver=3.1.9	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/cache/autoptimize/css/autoptimize_single_11a5617e71dbcc153c0f7331cee7b5df20f0.css	(from https://simonsinek.com/)
20:54:46	58071/58071	---MCZ	200	added ('OK')	text/css	etag:W/%2268948997-e2d7%22	https://simonsinek.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://simonsinek.com/)
20:54:47	669/669	---MCZ	200	added ('OK')	text/css	etag:W/%2268948997-29d%22	https://simonsinek.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://simonsinek.com/)
20:54:47	675/675	---MCZ	200	added ('OK')	text/css	etag:W/%2268948997-2a3%22	https://simonsinek.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://simonsinek.com/)
20:54:47	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264ecd5f0-15601%22	https://simonsinek.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://simonsinek.com/)
20:54:47	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%226482bd64-3509%22	https://simonsinek.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://simonsinek.com/)
20:54:47	9636/9636	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268c9363c-25a4%22	https://simonsinek.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.10.1.2	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.mina876.js	(from https://simonsinek.com/)
20:54:49	79951/79951	---MCZ	200	added ('OK')	application/json	date:Sun,%2021%20Sep%202025%2015:54:49%20GMT	https://simonsinek.com/wp-json/wp/v2/pages/380560	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-json/wp/v2/pages/380560.json	(from https://simonsinek.com/)
20:54:49	146/146	---MCZ	403	error ('Forbidden')	text/html	date:Sun,%2021%20Sep%202025%2015:54:50%20GMT	https://simonsinek.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/xmlrpc.3a0db0.delayed	(from https://simonsinek.com/)
20:54:51	2075/2075	---MCZ	200	added ('OK')	application/json	date:Sun,%2021%20Sep%202025%2015:54:51%20GMT	https://simonsinek.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsimonsinek.com%2F	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-json/oembed/1.0/embed261e.json	(from https://simonsinek.com/)
20:54:52	2031154/2031154	---MCZ	200	added ('OK')	application/json	date:Sun,%2021%20Sep%202025%2015:54:49%20GMT	https://simonsinek.com/wp-json/	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-json/index.html	(from https://simonsinek.com/)
20:54:52	2261/2261	---MCZ	200	added ('OK')	text/xml	date:Sun,%2021%20Sep%202025%2015:54:52%20GMT	https://simonsinek.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsimonsinek.com%2F&format=xml	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-json/oembed/1.0/embed5a90	(from https://simonsinek.com/)
20:54:52	40786/40786	---M--	200	added ('OK')	image/webp	etag:%226749a079-9f52%22	https://simonsinek.com/wp-content/uploads/2024/11/simon-home-banner-768x768.webp	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/uploads/2024/11/simon-home-banner-768x768.webp	(from https://simonsinek.com/)
20:54:52	70518/70518	---M--	200	added ('OK')	image/webp	etag:%226749a079-11376%22	https://simonsinek.com/wp-content/uploads/2024/11/simon-home-banner.webp	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/uploads/2024/11/simon-home-banner.webp	(from https://simonsinek.com/)
20:54:52	211374/211374	---M--	200	added ('OK')	image/webp	etag:%22674ffe0b-339ae%22	https://simonsinek.com/wp-content/uploads/2024/12/SWW-Offsite-Randoms-007.webp	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/uploads/2024/12/SWW-Offsite-Randoms-007.webp	(from https://simonsinek.com/)
20:54:53	41154/41154	---M--	200	added ('OK')	image/webp	etag:%22674ffe0c-a0c2%22	https://simonsinek.com/wp-content/uploads/2024/12/SWW-Offsite-Randoms-007-768x513.webp	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/uploads/2024/12/SWW-Offsite-Randoms-007-768x513.webp	(from https://simonsinek.com/)
20:54:53	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Sun,%2021%20Sep%202025%2015:54:53%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/Simon%20Websit%20Clone/www.googletagmanager.com/gtm.415445.delayed	(from https://simonsinek.com/)
20:54:54	533/533	---M--	200	added ('OK')	image/png	etag:%2263eec6ca-215%22	https://simonsinek.com/wp-content/uploads/2022/05/cropped-CircleSpark-32x32.png	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/uploads/2022/05/cropped-CircleSpark-32x32.png	(from https://simonsinek.com/)
20:54:54	4463/4463	---M--	200	added ('OK')	image/png	etag:%2263eec6ca-11b0%22	https://simonsinek.com/wp-content/uploads/2022/05/cropped-CircleSpark-192x192.png	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/uploads/2022/05/cropped-CircleSpark-192x192.png	(from https://simonsinek.com/)
20:54:54	4260/4260	---M--	200	added ('OK')	image/png	etag:%2263eec6ca-10c3%22	https://simonsinek.com/wp-content/uploads/2022/05/cropped-CircleSpark-180x180.png	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/wp-content/uploads/2022/05/cropped-CircleSpark-180x180.png	(from https://simonsinek.com/)
20:54:55	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2021%20Sep%202025%2015:54:55%20GMT	https://simonsinek.com/the-optimism-library/	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/the-optimism-library/index.html	(from https://simonsinek.com/)
20:54:55	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2021%20Sep%202025%2015:54:55%20GMT	https://simonsinek.com/my-account	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/my-account	(from https://simonsinek.com/)
20:54:57	477232/477232	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Sep%202025%2015:54:55%20GMT	https://simonsinek.com/product/the-art-of-presenting/	C:/My%20Web%20Sites/Simon%20Websit%20Clone/simonsinek.com/product/the-art-of-presenting/index.html	(from https://simonsinek.com/)
